NSN,First_Name,Surname,DOB,Gender,Ethnicity,Citizenship_Status,Residency_Status,Faculty_Home,Enrolment_Status,Year_of_Study,Disability_Flag,First_in_Family
1000001471,Lin,Murphy,1989-12-06,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,3,N,N
1000001472,Matiu,Murphy,1999-07-04,Male,Asian,International,International,Business & Economics,Enrolled,2,N,Y
1000001473,Lucy,Nguyen,2003-07-18,Female,Asian,International,International,Science & Technology,Completed,3,N,N
1000001474,Ethan,Seu,1992-06-10,Male,NZ European,NZ Citizen,Domestic,Foundation Studies,Enrolled,1,Y,N
1000001475,Aroha,Ngāta,1998-05-02,Female,Asian,International,International,Arts & Social Sciences,Enrolled,2,N,N
1000001476,Max,Martin,2002-02-08,Male,Asian,International,International,Business & Economics,Enrolled,2,N,N
1000001477,Henry,Fitzgerald,1985-07-23,Male,Asian,International,International,Arts & Social Sciences,Withdrawn,2,N,N
1000001478,Grace,McCarthy,1989-03-16,Female,Asian,International,International,Science & Technology,Completed,1,N,N
1000001479,Mere,Sato,1985-12-26,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,3,N,N
1000001480,Wei,Wilson,1996-05-18,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000001481,Carlos,Murphy,2003-07-30,Male,Other,NZ Citizen,Domestic,Education,Completed,1,N,N
1000001482,Ethan,Anderson,1969-09-01,Male,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000001483,Max,Wang,1998-03-03,Male,Asian,International,International,Business & Economics,Enrolled,1,N,Y
1000001484,Teuila,Māhaki,1969-08-19,Female,NZ European,NZ Citizen,Domestic,Education,Completed,4,N,Y
1000001485,Lucy,Jones,1987-10-27,Female,Asian,NZ Citizen,Domestic,Science & Technology,Enrolled,2,N,Y
1000001486,Miguel,Kim,1985-06-05,Male,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Completed,1,N,N
1000001487,Ruby,O'Brien,1986-12-11,Female,NZ European,NZ Permanent Resident,Domestic,Health Sciences,Enrolled,4,N,N
1000001488,Ruby,Li,1984-10-07,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Withdrawn,1,N,N
1000001489,Isabella,Zhang,2000-06-16,Female,Asian,International,International,Science & Technology,Enrolled,3,N,N
1000001490,Ava,Thompson,1988-08-04,Female,Asian,NZ Citizen,Domestic,Education,Enrolled,2,Y,N
1000001491,Hemi,Tūhoe,1994-05-16,Male,NZ European,NZ Permanent Resident,Domestic,Education,Enrolled,3,Y,N
1000001492,Wiremu,Thompson,2002-05-20,Male,Unknown/Not Stated,International,International,Business & Economics,Enrolled,1,N,N
1000001493,Leo,Liu,1988-12-09,Male,Asian,International,International,Science & Technology,Completed,1,Y,N
1000001494,Mia,Walker,2007-06-15,Female,Asian,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,4,N,N
1000001495,Leilani,Wang,1982-02-18,Female,Other,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000001496,Whina,Fraser,1980-04-29,Female,NZ European,NZ Permanent Resident,Domestic,Education,Enrolled,1,N,Y
1000001497,Peyton,Kumar,1974-09-27,Non-binary / Gender Diverse,Asian,NZ Citizen,Domestic,Foundation Studies,Enrolled,1,N,N
1000001498,Caleb,Anderson,1996-10-18,Male,Pacific Peoples,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,Y,N
1000001499,Tupou,Smith,2004-07-04,Male,NZ European,NZ Citizen,Domestic,Education,Enrolled,1,N,N
1000001500,Jack,Thompson,1990-03-07,Male,MELAA,NZ Citizen,Domestic,Science & Technology,Completed,2,Y,N
1000001501,Miguel,Murphy,2004-06-06,Male,NZ European,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,2,N,N
1000001502,Caleb,Murphy,1993-07-30,Male,Other,International,International,Arts & Social Sciences,Completed,1,N,N
1000001503,Skyler,Thompson,1981-11-22,Non-binary / Gender Diverse,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,Y
1000001504,William,Parata,1969-04-28,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000001505,Maria,Campbell,2005-12-11,Female,Other,NZ Citizen,Domestic,Education,Enrolled,2,N,N
1000001506,Ruby,Ferreira,1974-05-24,Female,Asian,NZ Permanent Resident,Domestic,Arts & Social Sciences,Withdrawn,1,Y,Y
1000001507,Wei,Zhang,1969-10-15,Female,Pacific Peoples,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,1,N,Y
1000001508,Maria,Li,1972-12-30,Female,Asian,NZ Permanent Resident,Domestic,Education,Enrolled,2,N,Y
1000001509,Max,Martin,1986-01-26,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000001510,Priya,Singh,1997-08-26,Female,NZ European,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,4,Y,N
1000001511,Raj,Patel,1987-07-25,Male,Pacific Peoples,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000001512,Aisha,Kim,1988-05-14,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,3,N,N
1000001513,Peyton,Sato,1973-06-30,Not Stated,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,3,N,N
1000001514,Rangi,Martin,1994-04-29,Male,Unknown/Not Stated,International,International,Business & Economics,Enrolled,2,N,N
1000001515,Ethan,Santos,2001-03-16,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Completed,2,N,N
1000001516,Raj,O'Brien,1977-03-01,Male,Asian,NZ Citizen,Domestic,Education,Withdrawn,1,N,N
1000001517,Ben,Smith,2004-07-06,Male,NZ European,NZ Citizen,Domestic,Health Sciences,Enrolled,3,N,N
1000001518,Grace,Wang,1989-05-22,Female,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,1,N,N
1000001519,Chloe,Jones,1986-05-12,Female,Asian,International,International,Health Sciences,Enrolled,4,N,Y
1000001520,Olivia,Faleolo,1989-02-05,Female,Other,NZ Permanent Resident,Domestic,Education,Enrolled,2,N,N
1000001521,Mason,Chen,1997-02-04,Male,Other,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,3,N,N
1000001522,Ava,Thompson,1996-04-07,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000001523,Lily,Fono,1973-02-17,Female,Pacific Peoples,NZ Citizen,Domestic,Science & Technology,Enrolled,2,N,N
1000001524,Moana,Taylor,1999-02-11,Female,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,1,N,N
1000001525,Fatima,Thompson,2002-06-03,Female,Other,NZ Citizen,Domestic,Science & Technology,Withdrawn,1,N,Y
1000001526,Wei,Te Hau,1987-01-15,Male,Asian,International,International,Science & Technology,Enrolled,1,N,Y
1000001527,Amelia,Seu,2000-12-12,Female,NZ European,NZ Permanent Resident,Domestic,Science & Technology,Enrolled,2,N,N
1000001528,Hine,Māhaki,1978-11-23,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,3,N,N
1000001529,Carlos,Tuilagi,1999-11-14,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,3,N,N
1000001530,Chloe,Kim,1973-06-29,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000001531,James,Liu,2004-10-17,Male,NZ European,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,1,N,Y
1000001532,Moana,Costa,1993-04-06,Female,Asian,International,International,Arts & Social Sciences,Enrolled,1,N,Y
1000001533,Teuila,Kim,2004-05-16,Female,Māori,NZ Citizen,Domestic,Science & Technology,Completed,2,N,Y
1000001534,Leilani,Wang,1996-09-08,Female,Asian,NZ Citizen,Domestic,Education,Enrolled,1,N,Y
1000001535,Amir,Liu,1991-01-17,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,Y,Y
1000001536,Aroha,Ferreira,1992-07-24,Female,Pacific Peoples,NZ Citizen,Domestic,Science & Technology,Enrolled,3,N,N
1000001537,Mei,Santos,1987-08-28,Female,Asian,NZ Citizen,Domestic,Arts & Social Sciences,Completed,3,N,N
1000001538,Jack,McCarthy,1971-01-18,Male,Asian,NZ Citizen,Domestic,Foundation Studies,Enrolled,2,N,N
1000001539,Carlos,Ferreira,2026-05-20,Male,MELAA,NZ Citizen,Domestic,Education,Withdrawn,3,N,Y
1000001540,Miguel,Sato,1974-02-11,Male,Other,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,Y
1000001541,Riley,Taylor,2001-03-18,Not Stated,MELAA,International,International,Arts & Social Sciences,Enrolled,2,N,N
1000001542,Henry,Ferreira,2002-02-17,Male,Other,NZ Citizen,Domestic,Science & Technology,Enrolled,1,N,N
1000001543,Logan,Patel,1971-06-21,Male,NZ European,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,3,N,N
1000001544,Mei,Ferreira,2005-11-11,Female,Unknown/Not Stated,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,3,N,Y
1000001545,Wiremu,Smith,1991-10-11,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000001546,Tupou,Santos,1986-10-11,Male,Asian,NZ Citizen,Domestic,Business & Economics,Withdrawn,3,Y,N
1000001547,Hine,Latu,1989-10-29,Female,Asian,International,International,Education,Withdrawn,1,N,Y
1000001548,Olivia,Murphy,2003-07-12,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000001549,Logan,Sullivan,1999-05-25,Male,MELAA,International,International,Education,Completed,3,N,N
1000001550,Lily,Stewart,2004-08-03,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000001551,Aroha,Latu,1999-02-07,Female,Asian,International,International,Education,Enrolled,3,N,N
1000001552,Tupou,Patel,1986-08-21,Male,MELAA,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,4,N,Y
1000001553,Jordan,Tūhoe,1988-10-04,Non-binary / Gender Diverse,Asian,International,International,Science & Technology,Enrolled,1,N,N
1000001554,Noah,McCarthy,1990-07-29,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,3,N,Y
1000001555,Rangi,Zhang,1975-12-21,Male,NZ European,NZ Citizen,Domestic,Health Sciences,Withdrawn,4,N,N
1000001556,Lin,Faleolo,1974-11-24,Female,Asian,NZ Permanent Resident,Domestic,Business & Economics,Completed,3,N,N
1000001557,Matiu,Kumar,1999-11-18,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000001558,Oscar,Faleolo,2005-03-25,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,Y
1000001559,Max,Kim,1993-03-12,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,Y,Y
1000001560,Hemi,Ioane,1994-10-20,Male,Asian,NZ Citizen,Domestic,Business & Economics,Completed,4,N,Y
1000001561,Wiremu,Fitzgerald,1997-03-11,Male,MELAA,NZ Citizen,Domestic,Business & Economics,Enrolled,3,N,N
1000001562,Henry,Campbell,1969-07-20,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000001563,Lucas,Anderson,1986-04-29,Male,Asian,International,International,Arts & Social Sciences,Enrolled,4,Y,N
1000001564,Drew,Ngāta,1996-04-09,Non-binary / Gender Diverse,NZ European,NZ Citizen,Domestic,Health Sciences,Completed,3,N,Y
1000001565,Ava,Anderson,2000-10-07,Female,Asian,NZ Citizen,Domestic,Education,Enrolled,1,N,N
1000001566,Lily,Nguyen,1997-06-10,Female,Other,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,1,N,N
1000001567,Grace,Tūhoe,1980-10-07,Female,Māori,NZ Citizen,Domestic,Education,Enrolled,2,N,Y
1000001568,Tama,Jones,1978-03-25,Male,Māori,NZ Citizen,Domestic,Foundation Studies,Enrolled,3,Y,N
1000001569,Ming,Williams,1974-11-15,Male,MELAA,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,Y
1000001570,Finn,Thomas,1991-05-15,Male,Asian,International,International,Education,Enrolled,4,Y,N
1000001571,Morgan,Parata,1988-02-11,Non-binary / Gender Diverse,Asian,NZ Citizen,Domestic,Business & Economics,Completed,1,N,Y
1000001572,Wei,Faleolo,2002-04-26,Female,Other,NZ Citizen,Domestic,Business & Economics,Completed,3,Y,Y
1000001573,Aroha,Ngāta,1995-12-06,Female,Pacific Peoples,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,1,N,N
1000001574,Sione,Walker,1990-01-15,Male,Asian,NZ Citizen,Domestic,Education,Enrolled,2,N,Y
1000001575,Wei,Sato,2002-04-11,Male,Asian,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,Y
1000001576,Ava,Kim,1981-05-09,Female,NZ European,NZ Permanent Resident,Domestic,Science & Technology,Enrolled,1,Y,N
1000001577,Moana,Sullivan,1972-05-30,Female,Unknown/Not Stated,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000001578,Carlos,Santos,1994-12-20,Male,Māori,NZ Citizen,Domestic,Business & Economics,Withdrawn,1,N,N
1000001579,Mere,Kim,1997-05-09,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Completed,2,N,Y
1000001580,Avery,Kumar,1998-07-01,Not Stated,NZ European,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,4,N,Y
1000001581,Carlos,Fraser,1981-11-22,Male,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,1,N,N
1000001582,Amelia,Taylor,1993-09-22,Female,Other,International,International,Business & Economics,Enrolled,3,N,N
1000001583,Ming,Patel,1987-06-19,Male,Asian,International,International,Arts & Social Sciences,Enrolled,3,N,N
1000001584,Mere,Brown,2005-09-04,Female,Other,International,International,Arts & Social Sciences,Completed,2,N,Y
1000001585,Wiremu,Anderson,1974-06-01,Male,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,2,N,Y
1000001586,Avery,McCarthy,1990-08-04,Non-binary / Gender Diverse,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000001587,Lucas,Sato,1989-12-15,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,Y,Y
1000001588,Tupou,Kim,2002-04-28,Male,MELAA,International,International,Education,Enrolled,2,N,N
1000001589,Ruby,Wilson,1976-03-01,Female,Pacific Peoples,NZ Citizen,Domestic,Business & Economics,Completed,2,N,N
1000001590,Lucy,Jones,2006-02-06,Female,Asian,International,International,Business & Economics,Enrolled,4,N,Y
1000001591,Max,Wilson,1995-08-20,Male,Unknown/Not Stated,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,1,N,N
1000001592,Oliver,Brown,1990-12-04,Male,NZ European,NZ Citizen,Domestic,Health Sciences,Enrolled,1,N,Y
1000001593,William,Walker,1970-08-28,Male,NZ European,NZ Citizen,Domestic,Education,Enrolled,1,N,Y
1000001594,Sina,Seu,1993-02-27,Female,NZ European,NZ Citizen,Domestic,Education,Withdrawn,4,N,Y
1000001595,Moana,Jones,2000-08-23,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000001596,Lin,Zhang,2003-10-29,Female,Unknown/Not Stated,International,International,Science & Technology,Enrolled,1,N,Y
1000001597,Aroha,Kim,1981-12-10,Female,Pacific Peoples,NZ Permanent Resident,Domestic,Education,Enrolled,2,N,N
1000001598,Raj,Nguyen,1980-10-06,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Withdrawn,1,N,N
1000001599,Aroha,Williams,1993-05-15,Female,Other,International,International,Arts & Social Sciences,Enrolled,2,N,N
1000001600,Mere,Fono,1980-12-31,Female,Māori,NZ Citizen,Domestic,Foundation Studies,Completed,1,N,N
1000001601,James,Jones,1993-08-06,Male,MELAA,International,International,Science & Technology,Withdrawn,2,N,Y
1000001602,Caleb,Harris,1978-03-08,Male,NZ European,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000001603,Caleb,Santos,1997-09-11,Male,Other,International,International,Arts & Social Sciences,Enrolled,4,N,N
1000001604,Moana,Chen,1988-04-01,Female,Pacific Peoples,NZ Citizen,Domestic,Business & Economics,Enrolled,3,N,N
1000001605,Caleb,Liu,2007-03-06,Male,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,3,N,N
1000001606,Aisha,Nguyen,1988-09-10,Female,MELAA,International,International,Education,Completed,1,N,Y
1000001607,Sina,Campbell,1991-05-21,Female,Asian,International,International,Arts & Social Sciences,Enrolled,3,N,N
1000001608,Sage,Stewart,2003-10-21,Not Stated,NZ European,NZ Citizen,Domestic,Foundation Studies,Enrolled,1,N,N
1000001609,Lucy,Latu,1993-01-18,Female,Māori,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000001610,Sina,Patel,1969-06-17,Female,Pacific Peoples,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,4,N,Y
1000001611,Moana,Harris,1999-03-27,Female,Pacific Peoples,NZ Permanent Resident,Domestic,Arts & Social Sciences,Completed,2,N,Y
1000001612,Moana,Parata,2004-11-19,Female,Asian,NZ Citizen,Domestic,Science & Technology,Enrolled,1,N,Y
1000001613,Ethan,Ioane,1977-10-30,Male,NZ European,NZ Citizen,Domestic,Education,Enrolled,1,N,Y
1000001614,Moana,Thomas,1993-09-13,Female,Asian,International,International,Business & Economics,Completed,2,N,N
1000001615,Teuila,Nguyen,1995-06-06,Female,Asian,International,International,Education,Enrolled,1,N,N
1000001616,Ngaio,Zhang,1988-04-27,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,4,N,N
1000001617,Emma,Campbell,2002-08-24,Female,Asian,International,International,Education,Enrolled,1,N,Y
100000168,Carlos,Liu,1969-06-07,Male,Asian,NZ Citizen,Domestic,Science & Technology,Enrolled,1,N,N
1000001619,Wei,Wang,1988-12-16,Male,Pacific Peoples,NZ Citizen,Domestic,Foundation Studies,Enrolled,3,N,N
1000001620,Moana,Thomas,1989-10-28,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Withdrawn,1,N,N
1000001621,Isabella,Seu,2003-04-28,Female,Asian,International,International,Arts & Social Sciences,Enrolled,2,N,N
1000001622,Ngaio,Latu,1984-03-01,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,2,N,N
1000001623,Teuila,Tuilagi,1980-01-05,Female,Asian,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,N
1000001624,Mei,Patel,2000-01-04,Female,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,3,N,N
1000001625,Mia,Parata,1974-07-06,Female,Asian,NZ Citizen,Domestic,Business & Economics,Completed,1,Y,Y
1000001626,Wei,Thompson,1996-02-27,Female,Other,International,International,Education,Enrolled,2,N,N
1000001627,Ava,Māhaki,1999-07-03,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Completed,3,N,N
1000001628,Skyler,Singh,1992-07-20,Non-binary / Gender Diverse,Asian,International,International,Science & Technology,Enrolled,1,N,N
1000001629,Charlotte,Santos,1989-12-21,Female,Asian,International,International,Education,Enrolled,1,N,N
1000001630,Mei,O'Brien,1997-11-08,Female,NZ European,NZ Citizen,Domestic,Foundation Studies,Enrolled,1,N,N
1000001631,Carlos,Seu,1980-11-24,Male,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,2,N,N
1000001632,Leo,Jones,1991-10-14,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Withdrawn,2,N,N
1000001633,Priya,Harris,1977-05-22,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,N
1000001634,Sophie,Brown,1989-04-21,Female,Māori,NZ Citizen,Domestic,Health Sciences,Enrolled,1,N,N
1000001635,Oscar,Liu,1970-07-11,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Withdrawn,1,Y,Y
1000001636,Ruby,Faleolo,1995-07-27,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,Y
1000001637,Finn,Taylor,1982-04-04,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Withdrawn,4,N,N
1000001638,Lucy,Thompson,1991-02-17,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,Y
1000001639,Olivia,Park,2004-12-15,Female,Asian,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000001640,Aisha,Parata,1998-11-14,Female,Pacific Peoples,NZ Permanent Resident,Domestic,Education,Completed,2,N,Y
1000001641,Priya,Brown,1996-09-23,Female,Other,International,International,Health Sciences,Enrolled,3,N,N
1000001642,Ethan,Ngāta,1969-11-07,Male,NZ European,NZ Permanent Resident,Domestic,Arts & Social Sciences,Withdrawn,2,Y,N
1000001643,Chloe,Chen,1981-07-01,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,3,N,N
1000001644,Sina,Wilson,1995-02-06,Female,Other,International,International,Business & Economics,Enrolled,1,N,N
1000001645,Oliver,Ngāta,1996-07-05,Male,Other,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000001646,Carlos,Parata,1986-02-16,Male,NZ European,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,4,N,N
1000001647,William,Murphy,1995-03-06,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,3,N,Y
1000001648,Wei,Ferreira,1993-05-08,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Completed,1,N,Y
1000001649,Jack,Murphy,1968-09-04,Male,NZ European,NZ Citizen,Domestic,Foundation Studies,Enrolled,1,N,N
1000001650,Hine,Smith,1983-04-10,Female,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Completed,2,N,N
1000001651,Hine,Campbell,1993-05-19,Female,Māori,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,N
1000001652,Mason,Māhaki,1983-05-21,Male,MELAA,NZ Citizen,Domestic,Education,Enrolled,1,N,Y
1000001653,Sione,Ferreira,1998-01-28,Male,Other,International,International,Arts & Social Sciences,Enrolled,1,N,Y
1000001654,Emma,Walker,2000-09-13,Female,Māori,NZ Permanent Resident,Domestic,Science & Technology,Enrolled,3,Y,N
1000001655,Aisha,Walker,1983-07-23,Female,Asian,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,1,N,N
1000001656,Lin,Thomas,1970-04-14,Female,Asian,NZ Permanent Resident,Domestic,Education,Completed,1,N,N
1000001657,Ming,Sato,1971-12-07,Male,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,2,Y,N
1000001658,Jack,McCarthy,1975-01-12,Male,Asian,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,3,N,N
1000001659,Teuila,Thompson,2005-10-19,Female,NZ European,NZ Citizen,Domestic,Foundation Studies,Enrolled,3,N,N
1000001660,Wei,Li,2000-09-26,Female,Asian,International,International,Science & Technology,Enrolled,2,N,N
1000001661,Lucas,Nguyen,1995-09-30,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,Y
1000001662,Charlotte,Taylor,1996-09-20,Female,Asian,International,International,Business & Economics,Enrolled,3,N,N
1000001663,Aroha,Māhaki,1986-06-15,Female,Unknown/Not Stated,NZ Citizen,Domestic,Business & Economics,Enrolled,1,Y,N
1000001664,Rangi,Taylor,1971-03-25,Male,NZ European,NZ Permanent Resident,Domestic,Science & Technology,Withdrawn,2,N,Y
1000001665,Amelia,Smith,2004-12-04,Female,Unknown/Not Stated,International,International,Arts & Social Sciences,Completed,1,N,Y
1000001666,Moana,Brown,1976-12-02,Female,Asian,NZ Citizen,Domestic,Education,Enrolled,1,N,N
1000001667,Charlotte,Liu,2001-11-22,Female,Asian,NZ Citizen,Domestic,Science & Technology,Enrolled,3,N,Y
1000001668,Priya,Murphy,1998-02-14,Female,Other,International,International,Health Sciences,Completed,1,N,N
1000001669,William,Patel,1995-11-14,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Completed,2,N,N
100001670,Charlotte,O'Brien,1997-04-07,Female,MELAA,International,International,Education,Enrolled,1,N,Y
1000001671,Hine,Kumar,1971-04-10,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000001672,James,Parata,1990-01-15,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000001673,Miguel,Ferreira,1984-03-18,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Withdrawn,2,N,Y
1000001674,Noah,Wilson,2007-07-05,Male,Māori,NZ Citizen,Domestic,Health Sciences,Enrolled,4,N,Y
1000001675,Oliver,Seu,1969-09-10,Male,NZ European,NZ Permanent Resident,Domestic,Business & Economics,Withdrawn,2,N,N
1000001676,Amir,Zhang,2001-02-07,Male,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,4,N,Y
1000001677,Priya,Ioane,1981-03-03,Female,MELAA,NZ Citizen,Domestic,Foundation Studies,Withdrawn,1,N,N
1000001678,Maria,Taylor,1974-01-05,Female,Asian,NZ Citizen,Domestic,Business & Economics,Withdrawn,2,N,Y
1000001679,Lucas,Latu,2004-07-14,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Withdrawn,2,Y,N
1000001680,Oliver,Fraser,1991-11-25,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,N
1000001681,Sam,Thomas,1972-05-06,Male,NZ European,NZ Permanent Resident,Domestic,Health Sciences,Enrolled,2,N,N
1000001682,Mei,Fitzgerald,1974-12-06,Female,NZ European,NZ Permanent Resident,Domestic,Foundation Studies,Enrolled,1,N,N
1000001683,Moana,Martin,1974-07-24,Female,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,3,N,Y
1000001684,Amir,Fono,1988-05-01,Male,Asian,International,International,Education,Enrolled,2,N,N
1000001685,Logan,Jones,1980-12-24,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,3,N,Y
1000001686,Ming,Sato,2000-10-20,Male,Other,International,International,Arts & Social Sciences,Enrolled,4,N,N
1000001687,Ruby,Ngāta,1992-11-14,Female,NZ European,NZ Citizen,Domestic,Education,Withdrawn,4,N,N
1000001688,Aroha,Ngāta,1969-10-14,Female,Pacific Peoples,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,4,N,N
1000001689,Hemi,Tuilagi,1994-09-23,Male,MELAA,International,International,Education,Enrolled,1,N,Y
1000001690,Aisha,Santos,1997-02-19,Female,NZ European,NZ Permanent Resident,Domestic,Business & Economics,Completed,3,N,N
1000001691,Lin,Thomas,1992-11-10,Female,Asian,International,International,Education,Completed,2,N,N
1000001692,Miguel,Brown,2000-12-25,Male,Pacific Peoples,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,3,N,N
1000001693,Lucy,Williams,2002-11-06,Female,Asian,International,International,Business & Economics,Enrolled,1,N,Y
1000001694,Caleb,McCarthy,2003-11-17,Male,Asian,International,International,Arts & Social Sciences,Enrolled,1,N,N
1000001695,Tama,Sullivan,2005-11-14,Male,,NZ Permanent Resident,Domestic,Science & Technology,Enrolled,2,N,N
1000001696,Lin,Smith,1979-09-13,Female,Pacific Peoples,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,4,N,Y
1000001697,Caleb,Walker,2006-03-06,Male,MELAA,International,International,Business & Economics,Enrolled,2,N,N
1000001698,Mason,McCarthy,1995-08-15,Male,NZ European,NZ Citizen,Domestic,Science & Technology,Completed,3,N,N
1000001699,Fatima,Sullivan,1998-02-06,Female,NZ European,NZ Citizen,Domestic,Education,Completed,1,N,N
