NSN,Faculty,Citizenship_Status,Ethnicity,Gender,Year_of_Study,Disability_Flag,First_in_Family,Teaching_Score,Support_Score,Sense_of_Belonging,Admin_Experience,Retention_Likelihood,Survey_Response_Flag,Survey_Year,Free_Text_Theme
1000004233,Arts & Social Sciences,NZ Citizen,Pacific Peoples,Female,2,N,Y,8.6,6.0,7.6,7.8,7.0,Y,2024,Enjoyed the hands-on learning approach
1000006137,Health Sciences,NZ Citizen,NZ European,Female,2,N,Y,9.5,7.3,9.2,4.9,7.6,Y,2024,Strong industry connections in my programme
1000003220,Business & Economics,NZ Permanent Resident,NZ European,Female,2,N,Y,7.6,7.0,7.7,6.8,7.5,Y,2024,Would benefit from more career guidance
1000000896,Business & Economics,International,Asian,Female,3,N,N,9.7,5.8,2.8,5.7,6.4,Y,2024,English language support was invaluable
1000004909,Business & Economics,NZ Permanent Resident,NZ European,Female,1,N,N,6.7,6.3,6.3,9.1,6.9,Y,2024,Cultural events helped me feel included
1000000251,Business & Economics,NZ Citizen,Other,Female,3,N,N,5.6,4.8,6.8,4.2,4.7,Y,2024,Lecturers were approachable and knowledgeable
1000001209,Education,NZ Citizen,NZ European,Female,4,N,N,8.5,8.4,5.8,6.9,7.8,Y,2024,Timetabling clashes made study difficult
1000002275,Education,International,Asian,Female,2,N,N,8.4,8.3,1.3,7.3,6.4,Y,2024,Would appreciate more feedback on assessments
1000004956,Arts & Social Sciences,International,Asian,Male,4,N,N,7.9,6.4,8.6,6.1,5.9,Y,2024,Enjoyed the hands-on learning approach
1000002531,Education,NZ Citizen,NZ European,Non-binary / Gender Diverse,1,N,Y,7.1,5.1,6.9,6.6,6.7,Y,2024,Felt isolated during online delivery
1000003012,Arts & Social Sciences,International,Unknown/Not Stated,Female,3,N,N,6.8,9.9,6.7,5.2,7.3,Y,2024,Scholarship support made a real difference
1000001128,Science & Technology,NZ Citizen,NZ European,Female,4,N,N,5.7,6.4,6.2,5.4,6.3,Y,2024,Strong industry connections in my programme
1000002447,Education,NZ Citizen,Māori,Female,2,N,N,8.5,9.2,5.2,3.7,6.6,Y,2024,Timetabling clashes made study difficult
1000004121,Health Sciences,International,Other,Male,1,N,N,7.5,8.9,5.0,5.9,6.5,Y,2024,Great sense of community in my programme
1000002728,Business & Economics,NZ Citizen,Māori,Female,2,N,N,6.6,4.5,4.8,6.5,5.8,Y,2024,Course content felt outdated in places
1000005549,Education,NZ Citizen,Māori,Male,3,N,Y,6.8,9.6,8.5,3.5,6.8,Y,2024,Felt isolated during online delivery
1000000057,Business & Economics,NZ Citizen,Māori,Male,2,N,N,8.6,7.8,8.5,6.9,8.0,Y,2024,Scholarship support made a real difference
1000001322,Arts & Social Sciences,NZ Citizen,Unknown/Not Stated,Female,1,N,N,6.8,6.7,6.2,5.8,6.2,Y,2024,Cultural events helped me feel included
1000003732,Arts & Social Sciences,NZ Citizen,NZ European,Male,1,Y,N,7.9,8.7,5.5,7.4,7.4,Y,2024,Administrative processes were confusing
1000003442,Foundation Studies,NZ Citizen,Asian,Not Stated,1,N,N,3.9,3.2,5.1,2.2,3.3,Y,2024,Great sense of community in my programme
1000006455,Arts & Social Sciences,NZ Citizen,Pacific Peoples,Male,3,N,N,6.8,2.8,2.7,10.0,5.2,Y,2024,Enjoyed the hands-on learning approach
1000000292,Education,NZ Citizen,Pacific Peoples,Male,2,N,N,6.9,7.4,7.9,5.0,6.5,Y,2024,Campus facilities are excellent
1000001142,Business & Economics,NZ Citizen,NZ European,Male,4,N,N,8.8,5.6,9.0,6.8,7.8,Y,2024,Lecturers were approachable and knowledgeable
1000002771,Science & Technology,NZ Citizen,Māori,Male,2,N,N,7.2,6.1,5.9,8.1,5.8,Y,2024,Strong industry connections in my programme
1000006464,Business & Economics,NZ Citizen,Other,Male,1,N,N,4.9,3.9,7.6,4.1,5.2,Y,2024,Would appreciate more feedback on assessments
1000001170,Education,NZ Citizen,NZ European,Male,1,N,N,7.8,7.2,7.3,6.6,6.2,Y,2024,Timetabling clashes made study difficult
1000005704,Foundation Studies,NZ Permanent Resident,NZ European,Female,4,N,N,5.5,6.0,9.5,9.5,6.3,Y,2024,Clear pathway to employment in my field
1000001419,Arts & Social Sciences,NZ Permanent Resident,Unknown/Not Stated,Female,2,Y,N,4.6,8.7,8.3,7.0,7.4,Y,2024,Workload felt unmanageable at times
1000005200,Arts & Social Sciences,NZ Permanent Resident,NZ European,Male,2,N,Y,8.5,8.2,7.3,5.6,7.9,Y,2024,Lecturers were approachable and knowledgeable
1000006297,Arts & Social Sciences,International,Other,Female,4,N,Y,6.5,5.7,8.0,4.9,5.8,Y,2024,Would benefit from more career guidance
1000005632,Business & Economics,International,Unknown/Not Stated,Male,1,N,Y,6.6,9.7,6.9,9.6,6.8,Y,2024,Would benefit from more career guidance
1000001086,Education,NZ Permanent Resident,NZ European,Female,2,N,N,7.4,4.9,7.8,7.1,6.6,Y,2024,Great sense of community in my programme
1000003480,Science & Technology,NZ Citizen,NZ European,Female,2,N,N,6.9,8.1,4.5,6.7,7.0,Y,2024,Course content felt outdated in places
1000001172,Arts & Social Sciences,International,Asian,Female,1,N,N,4.3,7.4,3.2,4.1,4.0,Y,2024,Campus facilities are excellent
1000002273,Arts & Social Sciences,NZ Permanent Resident,NZ European,Female,2,N,N,4.5,6.5,5.8,3.4,5.4,Y,2024,Course content felt outdated in places
1000003477,Education,International,Asian,Male,2,N,N,4.8,5.6,4.9,8.8,4.9,Y,2024,Would appreciate more feedback on assessments
1000003003,Arts & Social Sciences,NZ Citizen,NZ European,Male,2,N,N,3.4,6.9,9.1,8.6,6.6,Y,2024,Administrative processes were confusing
1000002902,Science & Technology,NZ Citizen,NZ European,Female,2,N,N,5.3,6.1,10.0,3.6,5.8,Y,2024,Cultural events helped me feel included
1000004604,Arts & Social Sciences,NZ Citizen,Other,Female,3,N,Y,8.1,5.6,4.4,9.2,6.5,Y,2024,Cultural events helped me feel included
1000004100,Science & Technology,NZ Citizen,Pacific Peoples,Male,3,Y,N,5.4,10.0,5.7,8.0,7.4,Y,2024,Library resources met my needs
1000006274,Science & Technology,NZ Citizen,Māori,Male,2,N,Y,9.0,3.9,7.2,4.3,5.7,Y,2024,Lecturers were approachable and knowledgeable
1000002080,Science & Technology,NZ Citizen,MELAA,Male,2,N,N,5.9,6.1,6.4,4.4,6.4,Y,2024,Would appreciate more feedback on assessments
1000001615,Education,International,Asian,Female,1,N,N,8.3,10.0,5.8,9.6,8.0,Y,2024,Strong industry connections in my programme
1000003995,Arts & Social Sciences,NZ Citizen,Asian,Female,1,N,N,7.8,4.3,7.8,7.4,7.2,Y,2024,Would appreciate more feedback on assessments
1000000613,Arts & Social Sciences,NZ Citizen,NZ European,Male,1,N,Y,8.0,8.4,6.3,4.7,6.5,Y,2024,Lecturers were approachable and knowledgeable
1000006007,Arts & Social Sciences,International,Asian,Male,1,N,Y,4.8,7.2,9.2,8.2,5.3,Y,2024,Great sense of community in my programme
1000004878,Science & Technology,NZ Citizen,Pacific Peoples,Male,1,N,Y,8.1,4.4,3.5,8.3,5.8,Y,2024,Would appreciate more feedback on assessments
1000005815,Business & Economics,NZ Citizen,NZ European,Female,1,N,Y,7.0,4.9,7.5,7.5,6.5,Y,2024,Strong industry connections in my programme
1000003458,Arts & Social Sciences,NZ Citizen,Māori,Male,1,N,Y,5.2,7.4,6.0,5.7,4.9,Y,2024,Campus facilities are excellent
1000005851,Education,NZ Citizen,Asian,Not Stated,1,N,Y,6.2,6.8,9.4,8.3,7.7,Y,2024,Lecturers were approachable and knowledgeable
1000000505,Education,NZ Citizen,Māori,Female,2,N,N,9.5,5.4,1.4,8.4,5.8,Y,2024,Clear pathway to employment in my field
1000000415,Education,NZ Citizen,MELAA,Male,3,N,Y,10.0,3.7,5.8,5.5,7.0,Y,2024,Library resources met my needs
1000000272,Foundation Studies,NZ Citizen,Māori,Female,2,N,Y,7.3,3.1,7.6,3.1,4.7,Y,2024,Workload felt unmanageable at times
1000002981,Business & Economics,International,Asian,Female,1,N,N,5.5,6.4,6.6,3.4,5.6,Y,2024,Workload felt unmanageable at times
1000004305,Business & Economics,NZ Citizen,NZ European,Male,4,N,N,6.8,6.2,7.1,4.2,6.4,Y,2024,Administrative processes were confusing
1000003720,Arts & Social Sciences,NZ Permanent Resident,NZ European,Female,1,N,Y,4.9,6.2,4.4,4.2,4.9,Y,2024,Enjoyed the hands-on learning approach
1000004140,Arts & Social Sciences,International,Asian,Female,2,N,Y,7.1,3.1,5.0,6.7,4.9,Y,2024,Would benefit from more career guidance
1000005424,Education,NZ Citizen,NZ European,Female,3,N,N,9.4,6.3,2.5,4.4,5.9,Y,2024,English language support was invaluable
1000004730,Health Sciences,NZ Permanent Resident,NZ European,Female,2,N,Y,8.5,2.7,5.7,9.0,6.4,Y,2024,Lecturers were approachable and knowledgeable
1000000106,Business & Economics,NZ Citizen,Pacific Peoples,Female,2,N,Y,5.0,4.1,8.6,6.5,4.9,Y,2024,Support services were very helpful
1000001344,Arts & Social Sciences,NZ Permanent Resident,Asian,Female,1,N,Y,8.5,10.0,7.4,5.1,7.2,Y,2024,English language support was invaluable
1000001869,Arts & Social Sciences,International,Unknown/Not Stated,Male,3,N,Y,9.0,4.7,5.3,9.1,6.1,Y,2024,Workload felt unmanageable at times
1000001617,Education,International,Asian,Female,1,N,Y,6.7,6.4,6.7,10.0,6.1,Y,2024,Support services were very helpful
1000001520,Education,NZ Permanent Resident,Other,Female,2,N,N,8.3,6.1,7.2,7.6,7.4,Y,2024,Course content felt outdated in places
1000001803,Arts & Social Sciences,International,Asian,Male,4,N,Y,10.0,8.6,8.3,9.7,8.0,Y,2024,Clear pathway to employment in my field
1000000952,Education,NZ Citizen,NZ European,Female,2,N,N,6.8,8.2,8.7,4.1,7.0,Y,2024,Enjoyed the hands-on learning approach
1000002164,Arts & Social Sciences,NZ Citizen,NZ European,Male,2,N,Y,6.9,6.0,8.0,10.0,6.9,Y,2024,English language support was invaluable
1000002187,Arts & Social Sciences,International,Asian,Female,1,N,N,5.0,5.8,4.4,7.2,5.6,Y,2024,Enjoyed the hands-on learning approach
1000002948,Arts & Social Sciences,NZ Permanent Resident,Asian,Male,3,N,Y,5.8,6.1,7.7,8.0,6.5,Y,2024,Workload felt unmanageable at times
1000002364,Business & Economics,NZ Citizen,NZ European,Female,4,N,N,8.8,5.6,8.2,8.0,8.2,Y,2024,Would benefit from more career guidance
1000005698,Education,NZ Citizen,MELAA,Female,4,N,Y,5.3,5.8,8.0,1.3,5.7,Y,2024,Cultural events helped me feel included
1000006069,Business & Economics,NZ Permanent Resident,Māori,Female,2,N,Y,6.5,6.0,4.1,5.4,5.1,Y,2024,Workload felt unmanageable at times
1000005020,Arts & Social Sciences,International,Asian,Non-binary / Gender Diverse,3,N,N,6.4,9.3,5.3,5.2,5.6,Y,2024,Scholarship support made a real difference
1000002754,Education,NZ Permanent Resident,Pacific Peoples,Male,1,N,Y,5.4,5.4,6.3,2.9,4.4,Y,2024,Campus facilities are excellent
1000001024,Arts & Social Sciences,NZ Citizen,NZ European,Female,4,N,N,8.3,5.6,6.4,9.1,7.4,Y,2024,Felt isolated during online delivery
1000004633,Business & Economics,International,Asian,Male,2,N,Y,6.2,7.0,4.5,7.3,5.5,Y,2024,Lecturers were approachable and knowledgeable
1000002210,Business & Economics,NZ Permanent Resident,NZ European,Male,3,N,N,8.1,8.0,7.4,5.7,7.9,Y,2024,Clear pathway to employment in my field
1000005670,Business & Economics,International,MELAA,Female,2,N,Y,6.1,4.6,1.0,4.7,3.3,Y,2024,Lecturers were approachable and knowledgeable
1000000416,Science & Technology,International,Asian,Female,1,N,N,7.7,5.3,7.0,6.2,6.3,Y,2024,Enjoyed the hands-on learning approach
1000004353,Business & Economics,NZ Citizen,NZ European,Male,1,N,Y,7.4,5.4,5.7,7.5,6.2,Y,2024,Administrative processes were confusing
1000003499,Education,International,Unknown/Not Stated,Female,3,N,Y,7.1,7.1,4.2,7.3,6.0,Y,2024,Strong industry connections in my programme
1000005152,Business & Economics,International,Asian,Male,1,N,Y,8.8,7.7,5.4,6.5,6.6,Y,2024,Lecturers were approachable and knowledgeable
1000000564,Education,NZ Citizen,Asian,Male,2,N,N,6.1,8.0,7.3,6.7,7.0,Y,2024,Felt isolated during online delivery
1000000478,Education,NZ Citizen,MELAA,Male,3,N,N,10.0,6.3,8.8,4.9,8.3,Y,2024,Would benefit from more career guidance
1000002077,Arts & Social Sciences,International,MELAA,Female,1,N,N,8.5,5.8,9.2,4.6,7.3,Y,2024,Campus facilities are excellent
1000004727,Science & Technology,NZ Citizen,Pacific Peoples,Female,4,N,N,8.3,5.2,5.5,5.3,6.2,Y,2024,Enjoyed the hands-on learning approach
1000001203,Business & Economics,NZ Permanent Resident,Asian,Female,1,N,N,7.2,8.6,5.8,8.2,6.8,Y,2024,Felt isolated during online delivery
1000004634,Arts & Social Sciences,NZ Citizen,Unknown/Not Stated,Female,2,N,N,6.2,8.0,9.3,4.8,6.8,Y,2024,Workload felt unmanageable at times
1000000142,Education,International,Asian,Female,1,N,Y,8.4,6.3,5.6,5.3,6.0,Y,2024,Library resources met my needs
1000002166,Arts & Social Sciences,International,MELAA,Female,1,N,N,4.2,5.8,3.7,10.0,4.3,Y,2024,Scholarship support made a real difference
1000004761,Health Sciences,NZ Permanent Resident,NZ European,Female,3,N,Y,6.0,7.4,4.8,5.7,5.7,Y,2024,Course content felt outdated in places
1000001550,Business & Economics,NZ Citizen,NZ European,Female,1,N,N,6.9,5.2,8.6,1.0,5.7,Y,2024,Strong industry connections in my programme
1000003128,Business & Economics,International,Asian,Male,2,Y,N,7.2,5.6,7.5,3.6,6.1,Y,2024,Workload felt unmanageable at times
1000000605,Education,NZ Citizen,NZ European,Female,2,N,N,7.8,6.5,5.8,6.2,6.9,Y,2024,Strong industry connections in my programme
1000001194,Arts & Social Sciences,NZ Citizen,NZ European,Male,3,N,Y,5.5,5.9,5.1,4.0,4.7,Y,2024,Campus facilities are excellent
1000004096,Education,NZ Citizen,Pacific Peoples,Male,2,N,N,7.0,8.0,6.3,2.1,5.9,Y,2024,Great sense of community in my programme
1000003210,Business & Economics,International,Asian,Female,2,N,N,8.4,7.8,5.9,4.9,6.1,Y,2024,Scholarship support made a real difference
1000001730,Business & Economics,International,Asian,Female,1,N,Y,8.4,6.7,5.3,6.0,6.5,Y,2024,English language support was invaluable
1000005893,Foundation Studies,NZ Citizen,NZ European,Male,2,N,N,5.2,6.3,7.7,4.5,5.7,Y,2024,Strong industry connections in my programme
1000000497,Arts & Social Sciences,International,Asian,Female,3,N,N,7.9,3.7,4.8,6.4,4.8,Y,2024,Scholarship support made a real difference
1000005228,Science & Technology,NZ Citizen,Māori,Female,2,N,N,10.0,4.4,2.2,4.1,5.6,Y,2024,Lecturers were approachable and knowledgeable
1000001729,Arts & Social Sciences,NZ Citizen,NZ European,Female,1,N,Y,6.5,5.0,7.3,5.7,5.7,Y,2024,Timetabling clashes made study difficult
1000003970,Business & Economics,International,Other,Female,4,N,Y,5.9,4.0,6.0,3.7,4.8,Y,2024,Cultural events helped me feel included
1000002960,Arts & Social Sciences,NZ Citizen,Māori,Male,3,N,N,7.0,6.2,4.0,6.3,5.8,Y,2024,Would benefit from more career guidance
1000003264,Arts & Social Sciences,NZ Citizen,NZ European,Male,1,N,N,4.4,3.7,4.5,7.0,4.6,Y,2024,Felt isolated during online delivery
1000000721,Business & Economics,NZ Citizen,NZ European,Male,3,N,N,8.8,5.2,7.5,6.1,6.7,Y,2024,Administrative processes were confusing
1000003954,Foundation Studies,NZ Permanent Resident,NZ European,Female,4,N,Y,6.5,5.2,5.4,6.4,5.2,Y,2024,Cultural events helped me feel included
1000001025,Education,NZ Citizen,Pacific Peoples,Male,3,N,Y,5.8,7.4,4.3,5.8,5.2,Y,2024,Support services were very helpful
1000001916,Business & Economics,NZ Citizen,Asian,Male,1,N,Y,6.5,7.7,2.2,7.8,5.5,Y,2024,Administrative processes were confusing
1000001295,Business & Economics,NZ Citizen,NZ European,Male,2,N,N,6.6,10.0,9.5,7.6,8.5,Y,2024,Timetabling clashes made study difficult
1000005604,Health Sciences,NZ Citizen,Māori,Female,1,N,N,4.9,7.3,4.9,6.6,6.0,Y,2024,Strong industry connections in my programme
1000002347,Arts & Social Sciences,NZ Citizen,Pacific Peoples,Male,1,N,N,4.1,6.4,4.5,6.9,5.1,Y,2024,Great sense of community in my programme
1000002929,Science & Technology,NZ Citizen,Asian,Male,2,N,Y,6.7,5.8,5.7,6.0,6.0,Y,2024,Scholarship support made a real difference
1000001514,Business & Economics,International,Unknown/Not Stated,Male,2,N,N,6.9,5.7,8.8,5.6,5.8,Y,2024,Would appreciate more feedback on assessments
1000003968,Health Sciences,NZ Citizen,Māori,Male,1,N,N,6.9,6.5,3.9,5.3,5.5,Y,2024,Clear pathway to employment in my field
1000004746,Science & Technology,NZ Citizen,NZ European,Male,2,N,N,10.0,5.8,2.8,3.3,6.6,Y,2024,Strong industry connections in my programme
1000006497,Science & Technology,NZ Citizen,Māori,Male,1,N,N,8.9,5.8,8.3,5.9,7.0,Y,2024,Scholarship support made a real difference
1000001302,Foundation Studies,NZ Citizen,Māori,Female,2,N,N,7.2,5.9,4.7,10.0,6.5,Y,2024,Timetabling clashes made study difficult
1000000108,Foundation Studies,NZ Citizen,NZ European,Male,2,N,N,6.8,5.7,6.7,8.0,6.3,Y,2024,Course content felt outdated in places
1000001351,Education,NZ Permanent Resident,Māori,Female,2,N,N,6.6,7.9,5.8,10.0,7.4,Y,2024,Cultural events helped me feel included
1000005804,Education,International,Asian,Female,4,N,Y,6.4,7.5,10.0,4.9,6.5,Y,2024,Enjoyed the hands-on learning approach
1000005694,Business & Economics,NZ Citizen,NZ European,Male,1,N,N,8.5,5.8,7.7,3.8,6.1,Y,2024,Lecturers were approachable and knowledgeable
1000003114,Science & Technology,NZ Citizen,NZ European,Female,2,N,Y,6.7,4.4,9.2,3.4,5.9,Y,2024,Great sense of community in my programme
1000002299,Arts & Social Sciences,NZ Citizen,Pacific Peoples,Female,3,N,N,6.0,3.9,9.7,5.9,6.2,Y,2024,Cultural events helped me feel included
1000000931,Foundation Studies,NZ Citizen,NZ European,Male,4,N,Y,6.6,4.0,5.9,5.9,5.7,Y,2024,Administrative processes were confusing
1000000336,Business & Economics,NZ Citizen,Pacific Peoples,Female,2,N,N,6.2,6.7,3.9,4.6,5.1,Y,2024,Cultural events helped me feel included
1000005686,Health Sciences,International,MELAA,Male,2,N,Y,6.1,8.1,4.5,5.6,5.6,Y,2024,Clear pathway to employment in my field
1000005171,Education,NZ Citizen,NZ European,Female,4,N,N,5.6,5.5,4.2,8.8,6.0,Y,2024,Support services were very helpful
1000001662,Business & Economics,International,Asian,Female,3,N,N,6.1,5.8,4.4,7.2,6.2,Y,2024,Campus facilities are excellent
1000004787,Education,International,Asian,Male,3,N,N,9.4,9.4,7.3,7.4,9.0,Y,2024,Course content felt outdated in places
1000006303,Education,International,Other,Female,4,N,N,8.2,7.7,6.2,3.6,6.5,Y,2024,Strong industry connections in my programme
1000002892,Business & Economics,International,MELAA,Male,1,N,Y,5.3,5.5,3.3,4.3,3.9,Y,2024,Timetabling clashes made study difficult
1000001919,Arts & Social Sciences,NZ Citizen,Other,Male,1,N,N,6.4,4.2,5.8,10.0,6.5,Y,2024,Strong industry connections in my programme
1000004762,Arts & Social Sciences,NZ Permanent Resident,NZ European,Female,2,N,N,6.4,5.3,6.4,6.5,5.9,Y,2024,Campus facilities are excellent
1000002570,Business & Economics,International,Asian,Male,3,Y,N,8.0,5.2,4.4,4.1,4.4,Y,2024,Campus facilities are excellent
1000003076,Business & Economics,NZ Citizen,Unknown/Not Stated,Male,1,N,Y,7.5,4.0,7.7,5.8,6.4,Y,2024,Scholarship support made a real difference
1000000724,Science & Technology,NZ Citizen,NZ European,Female,4,N,Y,5.5,3.7,5.1,4.0,4.5,Y,2024,Workload felt unmanageable at times
1000000765,Arts & Social Sciences,NZ Citizen,Māori,Female,3,N,N,8.1,5.8,5.7,8.4,6.3,Y,2024,Clear pathway to employment in my field
1000000286,Business & Economics,NZ Citizen,Pacific Peoples,Male,2,N,N,9.6,6.2,5.1,7.5,7.0,Y,2024,Support services were very helpful
1000003193,Science & Technology,NZ Citizen,NZ European,Female,3,Y,N,6.4,6.0,5.8,7.2,5.9,Y,2024,Scholarship support made a real difference
1000004081,Arts & Social Sciences,NZ Permanent Resident,Unknown/Not Stated,Female,1,N,N,8.1,6.2,5.6,6.7,6.3,Y,2024,English language support was invaluable
1000000307,Education,NZ Citizen,NZ European,Male,4,N,N,7.9,4.8,4.7,2.5,5.5,Y,2024,Course content felt outdated in places
1000004963,Business & Economics,International,Unknown/Not Stated,Female,4,N,N,9.6,6.5,7.2,7.1,7.1,Y,2024,Timetabling clashes made study difficult
1000002569,Business & Economics,NZ Citizen,NZ European,Female,3,Y,Y,7.3,5.7,5.5,8.2,5.8,Y,2024,Clear pathway to employment in my field
1000005048,Business & Economics,International,Asian,Female,1,N,Y,6.7,7.7,8.3,5.4,6.0,Y,2024,Great sense of community in my programme
1000002157,Science & Technology,International,MELAA,Male,3,N,N,6.8,6.2,1.4,6.0,5.0,Y,2024,Campus facilities are excellent
1000002415,Business & Economics,NZ Citizen,Other,Male,2,N,N,5.5,6.3,2.7,4.0,5.2,Y,2024,Campus facilities are excellent
1000005882,Education,NZ Citizen,Māori,Female,2,Y,N,7.3,8.8,2.7,5.4,6.3,Y,2024,Clear pathway to employment in my field
1000006463,Science & Technology,International,Other,Male,4,Y,N,9.2,6.3,8.6,4.2,7.0,Y,2024,Course content felt outdated in places
1000006289,Foundation Studies,NZ Citizen,Other,Male,2,N,N,6.1,7.0,6.4,6.4,6.0,Y,2024,Would benefit from more career guidance
1000004914,Science & Technology,NZ Permanent Resident,NZ European,Female,1,N,Y,6.0,7.7,6.4,5.5,6.9,Y,2024,Campus facilities are excellent
1000005500,Business & Economics,NZ Permanent Resident,Māori,Male,3,N,N,6.7,5.9,2.9,7.5,5.4,Y,2024,Campus facilities are excellent
1000000184,Science & Technology,NZ Citizen,Other,Female,4,N,N,8.3,8.1,8.5,8.2,8.9,Y,2024,Administrative processes were confusing
1000000071,Science & Technology,NZ Citizen,Māori,Female,4,N,Y,6.8,4.8,7.0,9.3,6.3,Y,2024,Course content felt outdated in places
1000003583,Education,NZ Permanent Resident,MELAA,Male,4,N,N,7.9,5.1,7.1,5.3,6.6,Y,2024,Course content felt outdated in places
1000000711,Education,NZ Citizen,NZ European,Non-binary / Gender Diverse,2,N,N,7.7,8.1,6.3,8.1,6.5,Y,2024,Campus facilities are excellent
1000000421,Business & Economics,NZ Citizen,Māori,Female,1,N,N,7.6,8.6,9.2,9.5,8.2,Y,2024,Enjoyed the hands-on learning approach
1000001020,Education,NZ Permanent Resident,NZ European,Male,1,N,N,8.3,7.3,5.1,5.3,6.5,Y,2024,Strong industry connections in my programme
1000004101,Education,NZ Citizen,NZ European,Male,1,N,N,8.3,7.3,5.9,5.2,7.3,Y,2024,Support services were very helpful
1000001755,Business & Economics,International,Asian,Male,2,N,Y,8.4,4.9,3.7,3.7,5.8,Y,2024,Workload felt unmanageable at times
1000003165,Business & Economics,NZ Permanent Resident,NZ European,Female,1,N,N,8.3,7.8,10.0,1.9,7.4,Y,2024,Support services were very helpful
1000000737,Business & Economics,NZ Citizen,NZ European,Female,3,N,N,8.5,6.2,8.7,6.2,7.6,Y,2024,Library resources met my needs
1000003773,Science & Technology,NZ Permanent Resident,Asian,Male,2,N,Y,6.6,6.1,5.5,6.8,6.4,Y,2024,Would benefit from more career guidance
1000005787,Foundation Studies,NZ Citizen,NZ European,Male,1,N,Y,6.9,7.1,4.5,3.1,5.8,Y,2024,Would benefit from more career guidance
1000005620,Arts & Social Sciences,NZ Citizen,NZ European,Male,2,N,Y,6.0,7.0,7.8,3.7,6.1,Y,2024,Cultural events helped me feel included
1000003838,Health Sciences,NZ Permanent Resident,Unknown/Not Stated,Female,3,N,N,7.4,7.0,8.6,4.9,6.5,Y,2024,Workload felt unmanageable at times
1000002881,Foundation Studies,NZ Citizen,NZ European,Female,3,Y,N,6.5,2.0,6.0,8.6,4.9,Y,2024,Cultural events helped me feel included
1000005990,Education,International,Asian,Male,4,N,N,10.0,6.4,7.0,8.1,8.2,Y,2024,Strong industry connections in my programme
1000006028,Arts & Social Sciences,NZ Citizen,Asian,Female,2,N,N,6.1,8.6,7.6,6.2,7.4,Y,2024,Workload felt unmanageable at times
1000006190,Foundation Studies,NZ Citizen,NZ European,Male,2,N,N,6.4,5.9,6.1,5.0,4.7,Y,2024,Course content felt outdated in places
1000004414,Science & Technology,NZ Citizen,NZ European,Male,2,N,N,8.2,4.9,6.1,7.5,7.0,Y,2024,Timetabling clashes made study difficult
1000005484,Arts & Social Sciences,NZ Citizen,Pacific Peoples,Male,1,N,N,4.3,6.2,7.0,8.9,4.8,Y,2024,Support services were very helpful
1000001210,Arts & Social Sciences,International,Other,Not Stated,2,Y,N,7.9,5.4,3.1,8.6,5.3,Y,2024,Strong industry connections in my programme
1000005440,Arts & Social Sciences,International,Other,Female,2,N,Y,6.9,4.3,6.4,3.5,4.6,Y,2024,Felt isolated during online delivery
1000001095,Arts & Social Sciences,NZ Permanent Resident,Other,Male,2,N,N,8.2,9.2,8.5,4.0,8.0,Y,2024,Campus facilities are excellent
1000003982,Foundation Studies,NZ Citizen,NZ European,Female,3,N,N,3.4,6.7,3.6,4.8,4.6,Y,2024,Great sense of community in my programme
1000004546,Arts & Social Sciences,NZ Citizen,NZ European,Female,3,N,N,6.4,8.7,7.8,7.5,7.1,Y,2024,Would benefit from more career guidance
1000004166,Science & Technology,NZ Citizen,Pacific Peoples,Female,3,N,N,9.4,5.6,9.2,7.3,6.4,Y,2024,Lecturers were approachable and knowledgeable
1000005050,Education,NZ Citizen,Māori,Male,3,N,N,7.3,9.1,7.7,5.7,7.5,Y,2024,Timetabling clashes made study difficult
1000004328,Foundation Studies,NZ Citizen,NZ European,Female,2,N,N,3.4,7.1,8.6,5.4,5.4,Y,2024,Course content felt outdated in places
1000000978,Education,NZ Citizen,Māori,Male,2,Y,Y,7.9,5.5,7.2,2.8,5.4,Y,2024,Timetabling clashes made study difficult
1000005427,Business & Economics,NZ Citizen,Asian,Female,3,N,N,9.9,7.0,6.9,6.7,8.4,Y,2024,Enjoyed the hands-on learning approach
1000004597,Arts & Social Sciences,International,Asian,Male,3,N,N,7.6,7.0,7.2,2.9,6.2,Y,2024,Lecturers were approachable and knowledgeable
1000001578,Business & Economics,NZ Citizen,Māori,Male,1,N,N,8.1,6.7,7.0,6.3,6.9,Y,2024,Course content felt outdated in places
1000006140,Science & Technology,NZ Citizen,Māori,Male,4,N,N,4.4,7.5,3.3,8.0,4.8,Y,2024,Lecturers were approachable and knowledgeable
1000000487,Arts & Social Sciences,International,Asian,Female,1,N,Y,5.9,3.9,3.0,7.4,4.0,Y,2024,Campus facilities are excellent
1000006266,Science & Technology,NZ Permanent Resident,NZ European,Male,2,N,N,6.6,5.2,5.7,3.8,5.2,Y,2024,Campus facilities are excellent
1000005714,Education,NZ Citizen,Māori,Male,1,N,N,7.7,7.1,10.0,6.1,7.2,Y,2024,Clear pathway to employment in my field
1000000344,Arts & Social Sciences,International,Other,Female,1,N,N,6.3,7.7,5.3,5.5,5.7,Y,2024,Would appreciate more feedback on assessments
1000002586,Foundation Studies,NZ Citizen,NZ European,Female,3,N,N,5.5,5.4,7.5,5.9,5.0,Y,2024,Enjoyed the hands-on learning approach
1000003538,Arts & Social Sciences,International,MELAA,Female,1,N,N,7.6,5.2,7.4,5.9,6.2,Y,2024,Felt isolated during online delivery
